fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Dennis Hallman,9,4,5,0.4444444444444444,1,2,1,3,0,2,0.25,0.5,0.25,0.75,1,2,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,69.0,72.0,50.2,0.0,,99.0
Rich Attonito,5,3,2,0.6,1,0,2,1,0,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2,2,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,70.0,72.0,48.7,0.0,,99.0
Stephen Bass,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,69.0,72.0,43.3,0.0,,99.0
Dustin Neace,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,69.0,69.0,39.4,-1.0,,99.0
Jason Brilz,7,3,4,0.42857142857142855,1,0,2,2,0,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2,2,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,71.0,71.0,50.6,0.0,,99.0
Nick Pace,3,1,2,0.3333333333333333,0,1,0,0,0,2,0.0,1.0,0.0,1.0,1,1,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,67.0,68.0,38.8,0.0,,99.0
Shamar Bailey,3,1,2,0.3333333333333333,0,0,1,1,0,1,0.0,0.0,1.0,0.0,1,1,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,69.0,75.0,43.4,1.0,,99.0
Clay Harvison,3,1,2,0.3333333333333333,0,0,1,1,1,0,0.0,0.0,1.0,0.0,1,1,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,73.0,74.0,45.4,0.0,,99.0
Cole Escovedo,3,0,3,0.0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-3,0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,67.0,72.0,44.5,0.0,,99.0
Paul Bradley,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,69.0,72.0,42.7,0.0,,99.0
Matt Lucas,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0,73.0,72.0,52.1,-1.0,,99.0
Edward Faaloloto,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,70.0,70.0,41.6,0.0,,99.0
Rob Broughton,3,1,2,0.3333333333333333,0,1,0,0,0,2,0.0,1.0,0.0,1.0,1,1,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,74.0,74.0,43.0,0.0,,99.0
Tyson Griffin,14,8,6,0.5714285714285714,1,1,6,2,0,4,0.125,0.125,0.75,0.25,1,4,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,66.0,68.0,41.8,0.0,,99.0
Eliot Marshall,6,3,3,0.5,0,1,2,1,0,2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,74.0,77.0,45.6,0.0,,99.0
Danny Downes,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,72.0,72.0,39.9,0.0,,99.0
Kenny Florian,17,12,5,0.7058823529411765,3,7,2,1,1,3,0.25,0.5833333333333334,0.16666666666666666,0.8333333333333334,-1,6,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,70.0,74.0,49.7,1.0,,99.0
Matt Hughes,25,18,7,0.72,8,5,5,4,3,0,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.7222222222222222,2,6,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,69.0,73.0,52.3,2.0,,99.0
Ricardo Romero,3,1,2,0.3333333333333333,0,1,0,2,0,0,0.0,1.0,0.0,1.0,1,1,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,72.0,76.0,47.8,0.0,,99.0
Donny Walker,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7,69.0,72.0,46.1,-1.0,,99.0
Mike Lullo,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6,68.0,72.0,46.6,0.0,,99.0
Ian Loveland,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,1,1,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,68.0,72.0,42.4,0.0,,99.0
Chris Lytle,20,10,10,0.5,1,6,3,2,0,8,0.1,0.6,0.3,0.7,-2,4,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,71.0,68.0,51.5,0.0,,99.0
TJ O'Brien,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,74.0,72.0,39.1,0.0,,99.0
Jason Reinhardt,3,0,3,0.0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,-3,0,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0,66.0,72.0,56.3,0.0,,99.0
Andre Winner,6,2,4,0.3333333333333333,1,0,1,0,1,3,0.5,0.0,0.5,0.5,-1,2,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,71.0,73.0,44.3,0.0,,99.0
Javier Vazquez,1,1,0,1.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1,1,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,67.0,69.0,48.6,1.0,,99.0
Joe Stevenson,16,8,8,0.5,2,3,3,1,2,5,0.25,0.375,0.375,0.625,1,4,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,67.0,70.0,43.7,0.0,,99.0
Curt Warburton,3,1,2,0.3333333333333333,0,0,1,0,1,1,0.0,0.0,1.0,0.0,-1,1,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9,72.0,73.0,38.8,0.0,,99.0
Shane Carwin,6,4,2,0.6666666666666666,4,0,0,0,1,1,1.0,0.0,0.0,1.0,4,4,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,74.0,80.0,51.1,0.0,,99.0
Jesse Bongfeldt,2,1,1,0.5,0,0,1,0,1,0,0.0,0.0,1.0,0.0,1,1,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0,72.0,72.0,45.5,0.0,,99.0
Tim Credeur,5,3,2,0.6,2,1,0,1,0,1,0.6666666666666666,0.3333333333333333,0.0,1.0,3,3,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,75.0,75.0,48.6,0.0,,99.0
Chuck O'Neil,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,74.0,72.0,40.4,-1.0,,99.0
Ryan McGillivray,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0,71.0,72.0,39.4,-1.0,,99.0
Kendall Grove,13,7,6,0.5384615384615384,2,2,3,3,0,3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,3,3,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,78.0,79.0,43.3,0.0,,99.0
Randy Couture,24,16,8,0.6666666666666666,7,4,5,7,0,1,0.4375,0.25,0.3125,0.6875,7,7,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,73.0,75.0,62.7,0.0,,99.0
Charlie Valencia,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,63.0,64.0,51.3,0.0,,99.0
Ryan Jensen,8,2,6,0.25,0,2,0,1,5,0,0.0,1.0,0.0,1.0,-3,1,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,73.0,76.0,48.4,0.0,,99.0
Kyle Watson,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0,72.0,72.0,46.5,1.0,,99.0
Jon Madsen,5,4,1,0.8,1,0,3,1,0,0,0.25,0.0,0.75,0.25,4,4,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,72.0,72.0,46.0,0.0,,99.0
Kris McCray,3,0,3,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,-3,0,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,72.0,76.0,44.4,0.0,,99.0
Sean McCorkle,3,1,2,0.3333333333333333,0,1,0,1,1,0,0.0,1.0,0.0,1.0,1,1,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,79.0,81.0,49.6,0.0,,99.0
Mario Miranda,4,1,3,0.25,1,0,0,1,0,2,1.0,0.0,0.0,1.0,-1,1,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,75.0,74.0,46.6,0.0,,99.0
Waylon Lowe,4,2,2,0.5,0,0,2,1,1,0,0.0,0.0,1.0,0.0,-1,2,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3,67.0,72.0,45.3,1.0,,99.0
Ricardo Almeida,11,6,5,0.5454545454545454,0,3,3,1,1,2,0.0,0.5,0.5,0.5,-1,3,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,72.0,74.0,49.2,0.0,,99.0
Kurt Pellegrino,12,7,5,0.5833333333333334,1,4,2,0,2,3,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,-1,4,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,68.0,70.0,46.8,0.0,,99.0
Rob Kimmons,7,3,4,0.42857142857142855,0,2,1,2,2,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,1,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,70.0,73.0,45.0,0.0,,99.0
Todd Brown,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,71.0,72.0,49.2,0.0,,99.0
Tom Blackledge,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0,70.0,72.0,38.8,0.0,,99.0
Chris Tuchscherer,4,1,3,0.25,0,0,1,3,0,0,0.0,0.0,1.0,0.0,-1,1,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,74.0,76.0,50.4,0.0,,99.0
Maciej Jewtuszko,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.29,0.45,1.39,0.66,0.0,0.0,0.42,0.9,72.0,72.0,45.0,1.0,,99.0
Antonio Banuelos,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,65.0,63.0,46.4,0.0,,99.0
Paul Kelly,9,5,4,0.5555555555555556,1,1,3,1,2,1,0.2,0.2,0.6,0.4,1,2,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,69.0,70.0,41.4,0.0,,99.0
Gabe Ruediger,3,0,3,0.0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,-3,0,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,70.0,72.0,48.5,0.0,,99.0
Paul Taylor,9,4,5,0.4444444444444444,2,0,2,0,1,4,0.5,0.0,0.5,0.5,1,1,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,72.0,72.0,46.2,0.0,,99.0
Tim Hague,5,1,4,0.2,0,1,0,2,0,2,0.0,1.0,0.0,1.0,1,1,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,76.0,76.0,42.8,0.0,,99.0
Mike Guymon,4,1,3,0.25,0,0,1,0,3,0,0.0,0.0,1.0,0.0,-1,1,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,72.0,74.0,51.4,0.0,,99.0
Willamy Freire,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0,68.0,72.0,38.6,0.0,,99.0
Amilcar Alves,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,72.0,72.0,37.5,1.0,,99.0
Marcus Davis,15,9,6,0.6,3,4,2,3,1,2,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.7777777777777778,-1,6,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,70.0,70.0,52.5,1.0,,99.0
Phil Baroni,10,3,7,0.3,2,0,1,2,1,4,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1,2,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,69.0,72.0,49.8,0.0,,99.0
Greg Soto,3,1,2,0.3333333333333333,0,0,1,0,1,0,0.0,0.0,1.0,0.0,-1,1,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,71.0,73.0,39.7,0.0,,99.0
Antonio McKee,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,68.0,72.0,55.9,1.0,,99.0
Joe Doerksen,9,2,7,0.2222222222222222,0,2,0,3,1,3,0.0,1.0,0.0,1.0,-1,1,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,72.0,75.0,48.4,0.0,,99.0
Dustin Hazelett,10,5,5,0.5,0,4,1,3,2,0,0.0,0.8,0.2,0.8,-1,3,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,73.0,76.0,39.8,0.0,,99.0
Pat Audinwood,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,72.0,72.0,39.8,0.0,,99.0
Aaron Wilkinson,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,70.0,72.0,39.0,0.0,,99.0
Tyler Toner,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,68.0,70.0,42.9,0.0,,99.0
Sako Chivitchian,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0,71.0,72.0,41.9,0.0,,99.0
Fredson Paixao,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,66.0,66.0,46.8,0.0,,99.0
Maiquel Falcao,1,1,0,1.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1,1,1.67,0.55,0.53,0.86,1.0,1.0,0.71,3.0,71.0,72.0,44.9,0.0,,99.0
Gerald Harris,4,3,1,0.75,3,0,0,0,0,1,1.0,0.0,0.0,1.0,3,3,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,71.0,77.0,46.2,1.0,,99.0
Brian Foster,5,3,2,0.6,2,1,0,0,2,0,0.6666666666666666,0.3333333333333333,0.0,1.0,-1,2,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,69.0,71.0,41.9,0.0,,99.0
Karo Parisyan,13,9,4,0.6923076923076923,1,1,6,2,0,2,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,1,4,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,70.0,72.0,43.5,0.0,,99.0
Goran Reljic,4,1,3,0.25,1,0,0,0,0,3,1.0,0.0,0.0,1.0,1,1,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,75.0,81.0,41.9,1.0,,99.0
Nick Osipczak,5,2,3,0.4,1,1,0,0,0,3,0.5,0.5,0.0,1.0,2,2,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,74.0,76.0,41.1,0.0,,99.0
Alexandre Ferreira,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,67.0,72.0,46.8,0.0,,99.0
Mark Scanlon,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,69.0,72.0,38.8,0.0,,99.0
Seth Petruzelli,4,0,4,0.0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,-4,0,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,72.0,76.0,46.2,0.0,,99.0
Gilbert Yvel,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0,74.0,77.0,49.6,0.0,,99.0
James Wilks,4,2,2,0.5,0,1,1,1,0,1,0.0,0.5,0.5,0.5,1,1,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,73.0,75.0,47.8,0.0,,99.0
Vinicius Queiroz,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,3.67,0.51,4.1,0.41,5.07,0.7,1.0,0.7,79.0,72.0,42.5,0.0,,99.0
Mark Holst,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,72.0,72.0,40.5,0.0,,99.0
James McSweeney,3,1,2,0.3333333333333333,1,0,0,2,0,0,1.0,0.0,0.0,1.0,1,1,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,76.0,77.0,45.3,2.0,,99.0
Matt Serra,14,7,7,0.5,2,1,4,2,0,5,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,-1,2,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,66.0,68.0,51.7,0.0,,99.0
Sean Sherk,12,8,4,0.6666666666666666,1,1,6,2,0,2,0.125,0.125,0.75,0.25,3,3,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,66.0,67.0,52.5,0.0,,99.0
Steve Lopez,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0,71.0,72.0,41.5,0.0,,99.0
Julio Paulino,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5,72.0,72.0,50.2,0.0,,99.0
John Gunderson,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,-1,1,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,69.0,69.0,47.1,0.0,,99.0
Tomasz Drwal,6,3,3,0.5,2,1,0,1,1,1,0.6666666666666666,0.3333333333333333,0.0,1.0,-1,3,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,73.0,76.0,44.1,0.0,,99.0
Forrest Petz,7,2,5,0.2857142857142857,0,0,2,1,1,3,0.0,0.0,1.0,0.0,1,1,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,69.0,71.0,50.4,0.0,,99.0
James Toney,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0,69.0,72.0,57.5,0.0,,99.0
John Salter,3,1,2,0.3333333333333333,1,0,0,1,1,0,1.0,0.0,0.0,1.0,-1,1,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,73.0,74.0,40.9,1.0,,99.0
Rodney Wallace,3,0,3,0.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-3,0,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,69.0,72.0,44.2,2.0,,99.0
James Irvin,10,4,6,0.4,3,0,0,4,2,0,0.75,0.0,0.0,0.75,-1,2,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,74.0,75.0,47.4,0.0,,99.0
Steve Steinbeiss,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,75.0,75.0,44.8,0.0,,99.0
Keith Jardine,13,6,7,0.46153846153846156,2,0,4,4,0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2,2,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,74.0,76.0,50.3,0.0,,99.0
Jamie Yager,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,73.0,72.0,42.2,0.0,,99.0
Josh Bryant,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,70.0,72.0,45.8,0.0,,99.0
James Hammortree,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,75.0,72.0,42.2,0.0,,99.0
Chuck Liddell,23,16,7,0.6956521739130435,10,0,6,5,1,1,0.625,0.0,0.375,0.625,1,7,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,74.0,76.0,56.2,0.0,,99.0
David Loiseau,9,4,5,0.4444444444444444,4,0,0,1,0,4,1.0,0.0,0.0,1.0,1,3,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,72.0,76.0,46.2,0.0,,99.0
Jesse Lennox,3,1,2,0.3333333333333333,1,0,0,0,1,1,1.0,0.0,0.0,1.0,1,1,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,69.0,72.0,43.9,0.0,,99.0
Dan Lauzon,3,0,3,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,-3,0,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7,70.0,72.0,37.9,0.0,,99.0
Joe Brammer,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,68.0,72.0,42.5,0.0,,99.0
Jesse Forbes,3,0,3,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,-3,0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,74.0,75.0,41.3,1.0,,99.0
Paul Daley,3,2,1,0.6666666666666666,2,0,0,0,0,1,1.0,0.0,0.0,1.0,2,2,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,69.0,76.0,43.0,0.0,,99.0
Kevin Ferguson,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,74.0,77.0,52.0,0.0,,99.0
Jonathan Goulet,9,4,5,0.4444444444444444,2,1,1,4,1,0,0.5,0.25,0.25,0.75,1,2,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,72.0,73.0,46.6,0.0,,99.0
Yoshiyuki Yoshida,5,2,3,0.4,0,2,0,2,0,1,0.0,1.0,0.0,1.0,1,1,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,71.0,70.0,51.8,1.0,,99.0
Renzo Gracie,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,70.0,72.0,58.9,0.0,,99.0
Brad Blackburn,5,3,2,0.6,1,0,2,1,0,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3,3,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,70.0,73.0,48.7,0.0,,99.0
Matt Veach,3,1,2,0.3333333333333333,1,0,0,0,2,0,1.0,0.0,0.0,1.0,1,1,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,71.0,72.0,44.7,0.0,,99.0
Mostapha Al-Turk,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,74.0,77.0,52.6,0.0,,99.0
Nate Quarry,10,7,3,0.7,5,0,2,2,1,0,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,3,3,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,72.0,72.0,53.9,3.0,,99.0
Ronys Torres,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,67.0,72.0,50.5,0.0,,99.0
Rob Emerson,7,3,4,0.42857142857142855,1,0,2,0,1,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-1,2,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,69.0,70.0,44.6,0.0,,99.0
Caol Uno,10,4,6,0.4,1,0,3,3,0,3,0.25,0.0,0.75,0.25,-1,2,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,67.0,70.0,50.8,1.0,,99.0
Lucio Linhares,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9,74.0,72.0,52.2,0.0,,99.0
Rory Markham,3,1,2,0.3333333333333333,1,0,0,2,0,0,1.0,0.0,0.0,1.0,1,1,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,72.0,71.0,43.9,0.0,,99.0
Paul Buentello,6,3,3,0.5,2,1,0,2,0,1,0.6666666666666666,0.3333333333333333,0.0,1.0,2,2,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,74.0,77.0,52.1,0.0,,99.0
Shannon Gugerty,5,2,3,0.4,0,2,0,0,3,0,0.0,1.0,0.0,1.0,1,1,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,70.0,71.0,44.1,0.0,,99.0
Chase Gormley,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,75.0,72.0,42.5,0.0,,99.0
Mark Coleman,12,7,5,0.5833333333333334,3,3,1,2,1,2,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.8571428571428571,6,6,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,73.0,75.0,61.2,0.0,,99.0
Frank Trigg,7,2,5,0.2857142857142857,2,0,0,2,3,0,1.0,0.0,0.0,1.0,-1,2,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,69.0,71.0,53.8,1.0,,99.0
Justin Buchholz,5,1,4,0.2,0,1,0,1,2,1,0.0,1.0,0.0,1.0,-1,1,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,72.0,73.0,42.5,0.0,,99.0
Rolles Gracie,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,76.0,72.0,47.6,0.0,,99.0
