fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Azamat Gashimov,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,66.0,72.0,35.9,0.0,,99.0
Alan Belcher,15,9,6,0.6,5,3,1,1,1,4,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.8888888888888888,-1,4,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,74.0,75.0,41.8,0.0,,99.0
Cheick Kongo,18,12,6,0.6666666666666666,7,0,5,2,1,3,0.5833333333333334,0.0,0.4166666666666667,0.5833333333333334,2,4,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,76.0,82.0,50.8,0.0,,99.0
Leonard Garcia,9,2,7,0.2222222222222222,0,1,1,0,1,6,0.0,0.5,0.5,0.5,-1,1,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,70.0,68.0,46.6,0.0,,99.0
Clifford Starks,3,1,2,0.3333333333333333,0,0,1,1,1,0,0.0,0.0,1.0,0.0,1,1,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,72.0,78.0,44.8,0.0,,99.0
Gilbert Smith,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,69.0,72.0,44.3,1.0,,99.0
Collin Hart,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,73.0,72.0,36.3,0.0,,99.0
Jimmy Quinlan,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,72.0,72.0,39.7,0.0,,99.0
Bart Palaszewski,4,1,3,0.25,1,0,0,0,1,2,1.0,0.0,0.0,1.0,1,1,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,69.0,70.0,42.7,0.0,,99.0
Justin Lawrence,3,1,2,0.3333333333333333,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1,1,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0,68.0,67.0,35.8,0.0,,99.0
Philip De Fries,5,2,3,0.4,0,1,1,3,0,0,0.0,0.5,0.5,0.5,1,1,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,77.0,79.0,39.8,0.0,,99.0
Pablo Garza,6,3,3,0.5,1,1,1,0,2,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,2,2,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,73.0,73.0,42.4,0.0,,99.0
Adam Cella,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3,74.0,72.0,40.6,-1.0,,99.0
Chris Spang,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,74.0,72.0,38.2,0.0,,99.0
Besam Yousef,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,71.0,72.0,40.9,0.0,,99.0
Colin Fletcher,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,74.0,72.0,43.1,0.0,,99.0
Antonio Carvalho,4,2,2,0.5,1,0,1,1,0,1,0.5,0.0,0.5,0.5,-1,2,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,69.0,70.0,46.7,0.0,,99.0
Issei Tamura,3,1,2,0.3333333333333333,1,0,0,2,0,0,1.0,0.0,0.0,1.0,1,1,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,65.0,63.0,41.9,0.0,,99.0
Reuben Duran,4,1,3,0.25,0,1,0,1,0,2,0.0,1.0,0.0,1.0,-1,1,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,67.0,71.0,42.6,0.0,,99.0
Brian Stann,11,6,5,0.5454545454545454,3,1,2,1,2,2,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,-1,3,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,73.0,74.0,45.4,0.0,,99.0
Wanderlei Silva,12,5,7,0.4166666666666667,4,0,1,3,0,4,0.8,0.0,0.2,0.8,-1,1,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,71.0,74.0,49.6,0.0,,99.0
Riki Fukuda,5,2,3,0.4,0,0,2,0,0,3,0.0,0.0,1.0,0.0,-1,1,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,72.0,73.0,45.1,1.0,,99.0
Josh Neer,15,6,9,0.4,1,3,2,1,3,5,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,-1,2,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,71.0,72.0,42.9,0.0,,99.0
Lavar Johnson,4,2,2,0.5,2,0,0,0,1,1,1.0,0.0,0.0,1.0,2,2,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,76.0,82.0,48.7,0.0,,99.0
Anton Kuivanen,3,1,2,0.3333333333333333,0,0,1,0,1,1,0.0,0.0,1.0,0.0,-1,1,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,68.0,72.0,41.8,0.0,,99.0
Matt Grice,7,2,5,0.2857142857142857,0,0,2,2,2,1,0.0,0.0,1.0,0.0,-1,1,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,68.0,70.0,44.6,0.0,,99.0
Caros Fodor,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,69.0,74.0,42.1,0.0,,99.0
Brock Jardine,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,71.0,72.0,40.6,0.0,,99.0
Jon Manley,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0,73.0,72.0,39.6,0.0,,99.0
Jorge Santiago,6,1,5,0.16666666666666666,1,0,0,3,0,2,1.0,0.0,0.0,1.0,1,1,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,73.0,75.0,45.4,0.0,,99.0
Matthew Riddle,12,7,5,0.5833333333333334,1,0,5,1,0,2,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,3,3,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,73.0,76.0,40.1,1.0,,99.0
Che Mills,4,3,1,0.75,2,0,0,1,0,0,0.6666666666666666,0.0,0.0,0.6666666666666666,1,2,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,73.0,76.0,43.4,0.0,,99.0
Terry Etim,11,6,5,0.5454545454545454,1,4,1,1,1,3,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,1,4,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,73.0,73.0,40.1,0.0,,99.0
Paul Sass,5,3,2,0.6,0,3,0,0,1,1,0.0,1.0,0.0,1.0,3,3,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,72.0,73.0,37.5,0.0,,99.0
Josh Grispi,4,0,4,0.0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,-4,0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,71.0,74.0,37.3,0.0,,99.0
Motonobu Tezuka,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,67.0,72.0,38.5,1.0,,99.0
Ulysses Gomez,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,66.0,72.0,42.7,0.0,,99.0
Jon Fitch,18,14,4,0.7777777777777778,1,3,10,1,0,3,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.2857142857142857,8,8,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,72.0,74.0,48.0,0.0,,99.0
Jay Hieron,4,0,4,0.0,0,0,0,3,0,1,0.0,0.0,0.0,0.0,-4,0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,72.0,75.0,49.6,0.0,,99.0
Jacob Volkmann,10,6,4,0.6,0,1,5,0,3,1,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,-2,5,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,69.0,71.0,45.4,1.0,,99.0
Mike Stumpf,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,70.0,72.0,39.5,-1.0,,99.0
Vladimir Matyushenko,12,7,5,0.5833333333333334,3,0,4,3,1,1,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,1,2,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,72.0,74.0,55.1,0.0,,99.0
Mike Russow,6,4,2,0.6666666666666666,2,0,2,2,0,0,0.5,0.0,0.5,0.5,4,4,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,73.0,73.0,49.4,0.0,,99.0
Simeon Thoresen,3,1,2,0.3333333333333333,0,1,0,1,0,1,0.0,1.0,0.0,1.0,1,1,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,73.0,79.0,41.9,0.0,,99.0
Milton Vieira,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,72.0,72.0,47.4,0.0,,99.0
Diego Nunes,6,3,3,0.5,0,0,3,0,0,3,0.0,0.0,1.0,0.0,1,1,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,66.0,67.0,43.2,0.0,,99.0
Pedro Nobre,1,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,0,1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,65.0,72.0,40.0,-1.0,,99.0
Wagner Prado,3,0,3,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-3,0,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,72.0,74.0,39.1,1.0,,99.0
CJ Keith,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,72.0,72.0,39.5,0.0,,99.0
Byron Bloodworth,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,68.0,72.0,42.5,0.0,,99.0
Shane del Rosario,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,76.0,72.0,42.4,1.0,,99.0
Jonathan Brookins,5,2,3,0.4,1,0,1,0,2,1,0.5,0.0,0.5,0.5,1,1,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,72.0,74.0,40.5,1.0,,99.0
John Cofer,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,69.0,72.0,41.8,1.0,,99.0
Jared Papazian,3,0,3,0.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,-3,0,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,68.0,67.0,38.0,1.0,,99.0
Manuel Rodriguez,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0,69.0,72.0,40.8,0.0,,99.0
Brendan Loughnane,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,70.0,70.0,36.2,2.0,,99.0
Nick Penner,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.25,0.3,4.6,0.38,0.0,0.0,0.4,0.0,76.0,72.0,45.9,1.0,,99.0
Henry Martinez,3,1,2,0.3333333333333333,0,0,1,1,0,1,0.0,0.0,1.0,0.0,-1,1,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,67.0,69.0,42.5,1.0,,99.0
Marcus LeVesseur,3,1,2,0.3333333333333333,0,0,1,1,1,0,0.0,0.0,1.0,0.0,-1,1,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,69.0,70.0,43.6,1.0,,99.0
Mark Hominick,7,3,4,0.42857142857142855,1,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,68.0,68.0,43.6,0.0,,99.0
Chad Griggs,2,0,2,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-2,0,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,73.0,73.0,47.8,0.0,,99.0
Rich Franklin,20,14,6,0.7,9,1,4,4,0,2,0.6428571428571429,0.07142857142857142,0.2857142857142857,0.7142857142857143,7,7,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,73.0,76.0,51.4,1.0,,99.0
Zhang Tiequan,4,1,3,0.25,0,1,0,1,0,2,0.0,1.0,0.0,1.0,1,1,1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4,68.0,69.0,47.6,0.0,,99.0
Jeff Hougland,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,1,1,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,67.0,68.0,47.5,0.0,,99.0
Yasuhiro Urushitani,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0,65.0,72.0,49.4,1.0,,99.0
Tom DeBlass,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,72.0,72.0,43.8,0.0,,99.0
Stephan Bonnar,15,8,7,0.5333333333333333,2,2,4,2,0,5,0.25,0.25,0.5,0.5,-1,3,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,76.0,79.0,48.9,0.0,,99.0
Joey Gambino,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,67.0,72.0,37.3,0.0,,99.0
Luiz Cane,9,4,5,0.4444444444444444,3,0,1,3,0,1,0.75,0.0,0.25,0.75,-1,3,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,74.0,77.0,44.8,1.0,,99.0
Aaron Simpson,11,7,4,0.6363636363636364,2,0,5,2,0,2,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,3,3,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,72.0,73.0,51.6,0.0,,99.0
Carlo Prater,3,1,2,0.3333333333333333,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,1,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,71.0,72.0,44.6,2.0,,99.0
Shane Roller,6,2,4,0.3333333333333333,1,0,1,1,2,1,0.5,0.0,0.5,0.5,1,1,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,70.0,72.0,46.6,0.0,,99.0
Dan Hardy,10,6,4,0.6,2,0,4,1,1,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4,4,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,72.0,74.0,43.8,0.0,,99.0
Duane Ludwig,9,4,5,0.4444444444444444,1,0,3,3,2,0,0.25,0.0,0.75,0.25,2,2,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,70.0,70.0,47.5,0.0,,99.0
DaMarques Johnson,10,4,6,0.4,2,2,0,3,3,0,0.5,0.5,0.0,1.0,-1,2,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,73.0,75.0,43.6,0.0,,99.0
Jason Young,4,1,3,0.25,0,0,1,1,0,2,0.0,0.0,1.0,0.0,-2,1,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0,69.0,73.0,39.6,0.0,,99.0
Walel Watson,4,1,3,0.25,1,0,0,0,1,2,1.0,0.0,0.0,1.0,1,1,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,71.0,75.0,41.6,0.0,,99.0
Buddy Roberts,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7,74.0,72.0,43.3,0.0,,99.0
Tommy Hayden,2,0,2,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-2,0,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,69.0,72.0,39.9,1.0,,99.0
Ken Stone,4,2,2,0.5,0,1,1,2,0,0,0.0,0.5,0.5,0.5,-1,2,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,68.0,71.0,43.4,1.0,,99.0
Eiji Mitsuoka,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,67.0,72.0,50.1,1.0,,99.0
Oli Thompson,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,73.0,75.0,46.1,0.0,,99.0
Michihiro Omigawa,7,1,6,0.14285714285714285,0,0,1,0,0,6,0.0,0.0,1.0,0.0,-4,1,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,66.0,68.0,50.2,0.0,,99.0
Damacio Page,3,0,3,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,-3,0,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,66.0,66.0,43.4,0.0,,99.0
Josh Ferguson,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,65.0,72.0,37.8,0.0,,99.0
Dan Stittgen,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,73.0,72.0,45.2,0.0,,99.0
Tito Ortiz,27,15,12,0.5555555555555556,8,2,5,5,1,6,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.6666666666666666,1,6,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,75.0,74.0,51.1,0.0,,99.0
Forrest Griffin,15,10,5,0.6666666666666666,1,2,7,4,0,1,0.1,0.2,0.7,0.3,3,3,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,75.0,77.0,46.9,0.0,,99.0
John Alessio,5,0,5,0.0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,-5,0,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,70.0,72.0,46.6,0.0,,99.0
Yoislandy Izquierdo,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,2.93,0.52,1.4,0.26,0.0,0.0,0.5,0.0,71.0,72.0,42.1,1.0,,99.0
Anistavio Medeiros,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,66.0,72.0,37.8,0.0,,99.0
Delson Heleno,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0,71.0,72.0,48.3,0.0,,99.0
John Teixeira,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,67.0,72.0,39.2,0.0,,99.0
Wagner Campos,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,66.0,72.0,44.5,1.0,,99.0
Spencer Fisher,17,9,8,0.5294117647058824,3,2,4,3,0,5,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.5555555555555556,2,3,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,67.0,68.0,49.8,1.0,,99.0
Luis Ramos,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0,68.0,72.0,45.1,0.0,,99.0
Ricardo Funch,4,0,4,0.0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,-4,0,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,70.0,74.0,45.5,1.0,,99.0
Carlos Eduardo Rocha,3,1,2,0.3333333333333333,0,1,0,0,0,2,0.0,1.0,0.0,1.0,1,1,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,70.0,73.0,44.6,0.0,,99.0
Bernardo Magalhaes,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,69.0,72.0,44.9,0.0,,99.0
Jake Hecht,3,1,2,0.3333333333333333,1,0,0,0,1,1,1.0,0.0,0.0,1.0,1,1,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,72.0,73.0,42.0,0.0,,99.0
Pat Schilling,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,68.0,72.0,37.5,0.0,,99.0
Chris Tickle,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,69.0,72.0,44.0,-1.0,,99.0
Chris Saunders,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,68.0,72.0,39.9,-1.0,,99.0
Jason Miller,3,0,3,0.0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-3,0,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,73.0,72.0,45.1,0.0,,99.0
Jorge Lopez,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0,70.0,72.0,37.2,0.0,,99.0
Jason MacDonald,14,6,8,0.42857142857142855,2,4,0,6,1,1,0.3333333333333333,0.6666666666666666,0.0,1.0,2,2,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,75.0,80.0,50.7,0.0,,99.0
Kamal Shalorus,3,0,3,0.0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,-3,0,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,68.0,68.0,53.5,0.0,,99.0
Jeff Curran,3,0,3,0.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-3,0,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,66.0,69.0,48.5,0.0,,99.0
Alex Soto,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,68.0,72.0,42.0,1.0,,99.0
Nick Denis,2,1,1,0.5,1,0,0,0,1,0,1.0,0.0,0.0,1.0,1,1,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,67.0,72.0,42.4,0.0,,99.0
Mike Massenzio,7,2,5,0.2857142857142857,0,1,1,1,3,1,0.0,0.5,0.5,0.5,1,1,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,74.0,73.0,43.3,1.0,,99.0
Miguel Torres,4,2,2,0.5,0,0,2,1,0,1,0.0,0.0,1.0,0.0,1,1,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,69.0,76.0,45.1,0.0,,99.0
Eddie Yagin,2,1,1,0.5,0,0,1,0,0,1,0.0,0.0,1.0,0.0,-1,1,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,67.0,72.0,46.9,0.0,,99.0
Eric Wisely,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,68.0,72.0,41.6,1.0,,99.0
Aaron Rosa,3,1,2,0.3333333333333333,0,0,1,2,0,0,0.0,0.0,1.0,0.0,-1,1,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,76.0,77.0,42.7,0.0,,99.0
Mackens Semerzier,3,2,1,0.6666666666666666,0,1,0,0,1,0,0.0,0.5,0.0,0.5,2,2,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,69.0,72.0,45.3,0.0,,99.0
Steve Cantwell,6,1,5,0.16666666666666666,0,1,0,0,0,5,0.0,1.0,0.0,1.0,1,1,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,74.0,75.0,39.2,0.0,,99.0
Chris Cope,3,1,2,0.3333333333333333,0,0,1,2,0,0,0.0,0.0,1.0,0.0,1,1,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,72.0,72.0,43.0,0.0,,99.0
Jon Olav Einemo,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0,78.0,72.0,50.2,0.0,,99.0
Christian Morecraft,4,1,3,0.25,0,1,0,3,0,0,0.0,1.0,0.0,1.0,-1,1,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,78.0,81.0,39.4,0.0,,99.0
Eric Schafer,9,3,6,0.3333333333333333,1,2,0,3,0,3,0.3333333333333333,0.6666666666666666,0.0,1.0,1,2,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,75.0,76.0,48.4,0.0,,99.0
Jorge Rivera,15,8,7,0.5333333333333333,5,0,3,3,3,1,0.625,0.0,0.375,0.625,1,3,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,73.0,73.0,54.0,0.0,,99.0
Daniel Roberts,7,3,4,0.42857142857142855,0,2,1,1,0,3,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1,3,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,70.0,74.0,45.5,1.0,,99.0
Joseph Sandoval,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,67.0,72.0,39.8,1.0,,99.0
Junior Assuncao,5,2,3,0.4,0,1,1,0,2,1,0.0,0.5,0.5,0.5,-1,1,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,69.0,72.0,44.6,0.0,,99.0
Claude Patrick,4,3,1,0.75,0,1,2,0,0,1,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,71.0,75.0,45.7,0.0,,99.0
Krzysztof Soszynski,9,6,3,0.6666666666666666,2,2,2,2,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,73.0,77.0,48.5,3.0,,99.0
